Last,First,Age,Pos,Team,Level,Bat,Throw,Run,Arm,IF_Rng,OF_Rng,Fld,F_P,F_C,F_1B,F_2B,F_3B,F_SS,F_LF,F_CF,F_RF,B_AB,B_H,B_B2,B_B3,B_HR,B_BB,B_SO,vL_AVG,vL_OBP,vL_SLG,vR_AVG,vR_OBP,vR_SLG,Pull,Middle,Opp,B_GB,END,P_AB,P_H,P_B2,P_B3,P_HR,P_BB,P_SO,P1,P1_Qual,P1_vL_AVG,P1_vL_OBP,P1_vL_SLG,P1_vR_AVG,P1_vR_OBP,P1_vR_SLG,P2,P2_Qual,P2_vL_AVG,P2_vL_OBP,P2_vL_SLG,P2_vR_AVG,P2_vR_OBP,P2_vR_SLG,P3,P3_Qual,P3_vL_AVG,P3_vL_OBP,P3_vL_SLG,P3_vR_AVG,P3_vR_OBP,P3_vR_SLG,P4,P4_Qual,P4_vL_AVG,P4_vL_OBP,P4_vL_SLG,P4_vR_AVG,P4_vR_OBP,P4_vR_SLG,P5,P5_Qual,P5_vL_AVG,P5_vL_OBP,P5_vL_SLG,P5_vR_AVG,P5_vR_OBP,P5_vR_SLG,P6,P6_Qual,P6_vL_AVG,P6_vL_OBP,P6_vL_SLG,P6_vR_AVG,P6_vR_OBP,P6_vR_SLG,P_GB,
Hancock,Marvin,22,LF,FA,A,R,R,3.74,6.34,3.76,4.14,0.995,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,600,145,19,0,6,37,56,0.249,0.296,0.319,0.234,0.276,0.288,0.313,0.401,0.286,0.69,1.66,84,30,8,1,5,30,6,Fastball,1.00,0.369,0.540,0.674,0.355,0.522,0.646,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,47.46,
Kaiser,Bob,27,SS,SCRN,AAA,R,R,3.22,8.84,3.50,3.29,0.998,0.00,0.00,0.00,0.00,1.00,0.88,0.00,0.00,0.00,600,160,9,5,2,26,21,0.274,0.306,0.322,0.258,0.287,0.291,0.508,0.313,0.180,0.73,1.35,84,30,8,1,5,30,6,Fastball,1.00,0.368,0.539,0.671,0.356,0.524,0.648,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,37.29,
Berry,Andrew,19,CF,FA,A,L,L,4.48,5.43,3.56,3.96,0.988,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,600,148,25,5,9,40,68,0.242,0.287,0.341,0.253,0.302,0.364,0.391,0.361,0.247,0.57,2.55,84,30,8,1,5,30,6,Fastball,1.00,0.356,0.524,0.648,0.368,0.539,0.672,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,39.88,
Raetz,Lew,21,P,PORT,AA,R,R,3.34,9.22,3.81,3.56,0.989,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,17,3,0,0,5,41,0.178,0.219,0.215,0.162,0.200,0.185,0.333,0.392,0.275,0.61,6.63,600,158,30,3,17,41,134,Fastball,0.33,0.250,0.300,0.405,0.234,0.279,0.373,Curve,0.16,0.273,0.323,0.428,0.257,0.302,0.396,Slider,0.17,0.284,0.334,0.439,0.268,0.313,0.407,Changeup,0.34,0.287,0.337,0.442,0.271,0.316,0.410,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,74.39,
Mrazek,Jeffrey,35,P,DAY,A,R,R,1.41,8.41,4.05,2.81,0.988,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,17,4,1,1,4,24,0.178,0.212,0.275,0.162,0.192,0.245,0.331,0.453,0.215,0.59,6.32,600,168,18,2,10,46,100,Fastball,0.22,0.260,0.313,0.353,0.248,0.298,0.329,Curve,0.21,0.280,0.333,0.373,0.268,0.318,0.349,Slider,0.29,0.291,0.343,0.384,0.279,0.328,0.360,Changeup,0.28,0.303,0.356,0.396,0.291,0.340,0.372,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,54.40,
Lopez,Carlos,22,RF,FA,A,R,R,5.70,5.28,3.79,5.04,0.976,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,600,142,25,7,7,57,68,0.244,0.312,0.354,0.229,0.293,0.324,0.329,0.444,0.227,0.66,2.26,84,30,8,1,5,30,6,Fastball,1.00,0.368,0.539,0.672,0.356,0.523,0.648,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,33.00,
Black,Duane,27,LF,ALTO,ML,L,R,6.24,6.25,5.75,8.00,0.982,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,600,192,32,7,11,29,43,0.313,0.343,0.437,0.327,0.361,0.465,0.326,0.510,0.164,0.52,2.45,84,30,8,1,5,30,6,Fastball,1.00,0.368,0.539,0.672,0.356,0.523,0.648,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,39.75,
Greany,Edwin,23,P,FA,A,R,R,1.88,8.53,3.28,2.57,0.993,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,2,1,1,6,43,0.147,0.197,0.223,0.133,0.180,0.197,0.309,0.417,0.275,0.55,3.15,600,169,51,6,29,34,68,Fastball,0.37,0.272,0.313,0.529,0.257,0.294,0.499,Curve,0.38,0.292,0.333,0.549,0.277,0.314,0.519,Changeup,0.24,0.310,0.351,0.567,0.295,0.331,0.537,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,50.06,
Lutz,Mike,18,P,MIDL,A,R,R,2.24,8.89,3.79,3.88,0.993,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,17,3,0,0,3,29,0.177,0.203,0.214,0.163,0.185,0.186,0.362,0.421,0.217,0.73,4.73,600,175,36,4,21,50,50,Fastball,0.25,0.269,0.325,0.455,0.256,0.308,0.429,Curve,0.20,0.289,0.345,0.475,0.276,0.328,0.449,Slider,0.15,0.304,0.360,0.490,0.291,0.343,0.464,Changeup,0.23,0.309,0.366,0.496,0.296,0.349,0.469,Sinker,0.17,0.326,0.383,0.513,0.313,0.366,0.486,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,44.49,
Johnson,Joe,22,P,HILL,A,R,R,2.31,8.98,3.81,3.88,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,4,0,1,3,36,0.150,0.177,0.229,0.130,0.153,0.191,0.291,0.458,0.251,0.69,7.49,600,178,49,5,28,80,152,Fastball,0.24,0.275,0.361,0.525,0.260,0.341,0.495,Curve,0.24,0.295,0.381,0.545,0.280,0.361,0.515,Slider,0.20,0.309,0.394,0.559,0.294,0.375,0.529,Changeup,0.19,0.321,0.406,0.571,0.306,0.387,0.541,Split Finger,0.13,0.344,0.429,0.594,0.329,0.410,0.564,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,47.23,
Pinto,Merle,34,P,LOUI,A,R,R,3.86,8.62,2.35,3.79,0.984,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,17,2,0,1,3,23,0.177,0.203,0.233,0.163,0.186,0.207,0.429,0.426,0.145,0.65,4.73,600,155,21,2,12,52,114,Fastball,0.35,0.250,0.312,0.361,0.233,0.290,0.326,Slider,0.31,0.270,0.332,0.381,0.253,0.310,0.346,Changeup,0.34,0.282,0.344,0.392,0.265,0.322,0.358,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,41.10,
Vicari,Dave,21,P,OKC,A,L,R,2.64,9.14,2.49,2.78,0.967,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,15,2,0,0,5,32,0.142,0.181,0.155,0.158,0.200,0.185,0.464,0.362,0.174,0.67,8.00,600,168,56,6,32,47,107,Fastball,0.48,0.275,0.330,0.558,0.258,0.308,0.524,Curve,0.23,0.298,0.353,0.581,0.281,0.331,0.547,Changeup,0.29,0.306,0.361,0.590,0.290,0.340,0.556,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,37.98,
Larose,Davy,31,1B,SUGR,ML,R,R,2.78,1.89,2.39,1.92,0.991,0.00,0.01,1.00,1.00,0.00,0.06,0.00,0.00,0.00,600,170,31,4,29,61,94,0.290,0.358,0.505,0.276,0.340,0.477,0.454,0.387,0.159,0.51,2.51,84,30,8,1,5,30,6,Fastball,1.00,0.369,0.540,0.673,0.356,0.523,0.647,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,51.47,
Swamp,Timothy,22,P,BANG,AA,R,R,2.30,8.97,4.35,3.09,0.988,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,3,1,1,5,40,0.145,0.188,0.231,0.135,0.174,0.209,0.218,0.568,0.214,0.54,8.00,600,176,28,3,16,50,115,Fastball,0.29,0.282,0.338,0.428,0.269,0.322,0.403,Curve,0.33,0.302,0.358,0.448,0.289,0.342,0.423,Changeup,0.38,0.314,0.370,0.460,0.301,0.354,0.435,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,62.13,
Howell,Dennis,22,1B,MIDL,AA,R,R,2.33,7.76,1.39,1.05,0.977,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,600,185,22,3,0,24,59,0.318,0.347,0.375,0.298,0.321,0.335,0.103,0.547,0.350,0.60,1.70,84,30,8,1,5,30,6,Fastball,1.00,0.369,0.541,0.674,0.355,0.522,0.645,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,47.73,
Sirin,Michael,23,RF,SF,ML,R,L,7.89,7.83,7.63,10.00,0.994,0.00,0.00,0.00,0.16,0.00,0.81,1.00,1.00,1.00,600,165,37,5,27,110,87,0.283,0.396,0.505,0.269,0.379,0.478,0.337,0.467,0.196,0.51,2.93,84,30,8,1,5,30,6,Fastball,1.00,0.353,0.520,0.641,0.371,0.543,0.678,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,44.85,
Charles,Mark,21,P,HILL,AA,R,R,3.17,8.68,3.84,3.95,0.983,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,13,4,0,0,4,23,0.136,0.172,0.183,0.124,0.155,0.157,0.266,0.482,0.252,0.60,3.90,600,168,33,4,19,33,91,Fastball,0.52,0.277,0.317,0.445,0.264,0.300,0.418,Curve,0.48,0.297,0.337,0.465,0.284,0.320,0.438,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,50.35,
Talamantes,Herschel,25,P,HILL,ML,R,R,1.15,8.84,4.65,3.32,0.994,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,17,3,1,0,4,33,0.179,0.213,0.238,0.161,0.190,0.202,0.323,0.373,0.304,0.62,6.47,600,160,31,3,18,39,86,Fastball,0.37,0.260,0.307,0.422,0.241,0.283,0.385,Curve,0.27,0.280,0.328,0.443,0.261,0.303,0.405,Slider,0.36,0.290,0.337,0.453,0.271,0.313,0.415,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,41.40,
Roberts,Marshall,18,P,PEOR,A,L,L,3.37,8.91,4.74,3.14,0.985,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,2,0,1,5,38,0.132,0.171,0.174,0.148,0.191,0.206,0.272,0.380,0.348,0.63,8.00,600,165,55,6,32,48,113,Fastball,0.30,0.241,0.293,0.505,0.253,0.309,0.530,Curve,0.21,0.262,0.313,0.526,0.274,0.329,0.551,Slider,0.19,0.275,0.327,0.539,0.287,0.343,0.564,Changeup,0.20,0.285,0.337,0.550,0.298,0.353,0.575,Forkball,0.10,0.316,0.368,0.581,0.329,0.384,0.605,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,49.35,
Minelli,Steve,19,P,FA,A,R,R,2.44,8.59,2.56,2.34,0.991,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,3,0,0,6,32,0.167,0.217,0.204,0.153,0.198,0.176,0.212,0.432,0.356,0.65,7.81,600,164,37,4,22,63,117,Fastball,0.32,0.254,0.326,0.444,0.240,0.307,0.416,Curve,0.17,0.276,0.348,0.466,0.262,0.329,0.438,Slider,0.19,0.287,0.358,0.477,0.273,0.340,0.449,Split Finger,0.18,0.300,0.371,0.490,0.285,0.353,0.462,Sinker,0.13,0.319,0.390,0.509,0.304,0.372,0.480,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,62.22,
Spiva,Rob,23,P,TEX,AA,R,L,1.35,9.02,3.36,2.94,0.991,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,3,1,1,4,37,0.148,0.184,0.236,0.132,0.163,0.204,0.389,0.383,0.228,0.56,8.00,600,159,24,3,14,50,159,Fastball,0.37,0.236,0.292,0.347,0.250,0.309,0.373,Curve,0.32,0.257,0.312,0.367,0.270,0.329,0.393,Changeup,0.19,0.276,0.331,0.386,0.289,0.348,0.412,Forkball,0.12,0.299,0.354,0.409,0.312,0.371,0.435,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,56.78,
Oberly,Ray,21,P,FA,A,R,R,2.20,8.34,2.14,2.33,0.982,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,15,4,1,0,6,37,0.156,0.206,0.222,0.144,0.190,0.198,0.342,0.403,0.255,0.67,3.45,600,174,53,6,31,52,118,Fastball,0.21,0.263,0.321,0.528,0.256,0.312,0.515,Curve,0.14,0.284,0.342,0.549,0.277,0.333,0.536,Slider,0.26,0.291,0.349,0.557,0.285,0.341,0.543,Changeup,0.20,0.306,0.364,0.572,0.300,0.356,0.558,Forkball,0.18,0.320,0.378,0.585,0.313,0.369,0.572,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,57.81,
Howard,Douglas,32,3B,LAKE,AAA,R,R,4.56,1.28,3.56,2.42,0.996,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,600,157,22,3,27,54,131,0.268,0.331,0.456,0.255,0.314,0.430,0.482,0.248,0.270,0.57,1.52,84,30,8,1,5,30,6,Fastball,1.00,0.368,0.539,0.672,0.356,0.523,0.647,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,47.76,
Hakes,Michel,27,LF,FRIS,AAA,R,R,5.45,7.29,7.36,5.24,0.983,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,600,160,35,8,10,52,97,0.273,0.334,0.415,0.260,0.317,0.389,0.187,0.618,0.195,0.50,1.98,84,30,8,1,5,30,6,Fastball,1.00,0.368,0.539,0.672,0.356,0.524,0.648,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,42.64,
Callaway,Justin,20,P,SUGR,A,R,R,1.47,8.78,2.24,3.36,0.990,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,15,3,1,0,3,20,0.156,0.182,0.212,0.144,0.167,0.188,0.341,0.402,0.257,0.62,7.73,600,165,34,4,20,85,150,Fastball,0.50,0.270,0.364,0.450,0.251,0.338,0.410,Slider,0.20,0.295,0.388,0.475,0.275,0.362,0.435,Changeup,0.30,0.301,0.395,0.481,0.282,0.369,0.442,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,58.86,
Kennedy,Aristotle,20,1B,SUGR,AA,L,L,3.21,4.27,2.27,1.72,0.981,0.00,0.00,1.00,0.00,0.00,0.12,0.00,0.00,0.00,600,161,33,1,35,71,79,0.261,0.336,0.490,0.275,0.354,0.518,0.437,0.375,0.187,0.49,1.38,84,30,8,1,5,30,6,Fastball,1.00,0.355,0.522,0.645,0.369,0.541,0.674,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,50.32,
Auiles,Clarence,29,1B,FRIS,AAA,R,R,3.23,5.30,3.52,4.34,0.975,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,600,167,35,3,20,48,60,0.287,0.342,0.460,0.272,0.323,0.430,0.401,0.387,0.212,0.44,2.40,84,30,8,1,5,30,6,Fastball,1.00,0.370,0.542,0.676,0.354,0.521,0.643,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,33.26,
Kim,Abel,31,1B,LOUI,AA,R,R,2.89,8.88,3.97,3.26,0.980,0.00,0.16,1.00,1.00,1.00,0.41,0.99,0.43,0.00,600,162,35,3,16,61,67,0.278,0.348,0.436,0.263,0.329,0.407,0.265,0.608,0.127,0.65,2.48,84,30,8,1,5,30,6,Fastball,1.00,0.367,0.538,0.670,0.357,0.525,0.649,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,38.74,
Idaho,Duncan,33,1B,NORW,ML,R,R,2.47,5.25,1.53,2.00,0.960,0.00,0.00,0.97,0.00,0.00,0.00,1.00,0.00,0.01,600,192,33,5,49,139,125,0.327,0.457,0.654,0.312,0.438,0.625,0.446,0.366,0.188,0.43,1.20,84,30,8,1,5,30,6,Fastball,1.00,0.369,0.541,0.674,0.355,0.522,0.645,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,55.26,
Ontiveros,Charlie,21,P,AUCK,A,L,R,1.54,8.48,4.47,3.65,0.981,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,15,2,0,1,5,24,0.143,0.181,0.185,0.157,0.200,0.215,0.212,0.492,0.296,0.50,4.70,600,171,28,3,16,56,146,Fastball,0.27,0.269,0.331,0.413,0.256,0.315,0.388,Curve,0.21,0.289,0.352,0.434,0.276,0.335,0.408,Changeup,0.36,0.298,0.361,0.443,0.285,0.344,0.417,Forkball,0.16,0.324,0.387,0.469,0.311,0.370,0.443,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,50.97,
Younis,Jack,27,C,FRIS,AAA,R,R,3.30,6.13,2.41,3.55,0.989,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,600,163,33,5,16,43,60,0.278,0.328,0.433,0.266,0.313,0.409,0.524,0.363,0.114,0.45,1.46,84,30,8,1,5,30,6,Fastball,1.00,0.369,0.541,0.674,0.355,0.522,0.645,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,37.37,
Petch,Don,22,P,EDMO,A,R,R,3.17,8.74,2.92,2.21,0.989,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,4,1,0,6,23,0.147,0.198,0.214,0.133,0.179,0.186,0.285,0.605,0.109,0.69,6.06,600,158,32,3,18,44,171,Curve,0.36,0.253,0.305,0.415,0.241,0.289,0.390,Slider,0.29,0.274,0.325,0.436,0.261,0.309,0.411,Changeup,0.35,0.284,0.336,0.446,0.272,0.320,0.421,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,52.63,
Francis,Lee,19,P,MAHO,AA,L,L,1.52,9.61,3.76,3.99,0.995,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,14,4,0,1,4,20,0.135,0.167,0.200,0.145,0.179,0.220,0.350,0.438,0.212,0.64,3.75,600,136,22,2,13,64,217,Fastball,0.45,0.207,0.279,0.308,0.225,0.302,0.345,Curve,0.55,0.227,0.299,0.328,0.246,0.323,0.365,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,57.09,
Basket,Rob,19,P,MIDL,A,L,L,1.14,8.66,2.64,2.22,0.992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,15,4,1,1,6,43,0.144,0.190,0.227,0.156,0.206,0.253,0.412,0.453,0.135,0.45,8.00,600,167,40,4,23,38,107,Fastball,0.37,0.249,0.289,0.441,0.265,0.310,0.472,Slider,0.30,0.269,0.310,0.461,0.285,0.330,0.493,Changeup,0.23,0.284,0.324,0.476,0.300,0.345,0.507,Forkball,0.10,0.319,0.359,0.510,0.335,0.379,0.542,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,59.04,
Fuss,Mike,19,P,FA,A,L,L,2.45,8.90,4.16,3.12,0.995,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,16,3,0,1,6,27,0.154,0.200,0.208,0.166,0.215,0.232,0.208,0.376,0.416,0.55,4.64,600,160,56,6,32,61,125,Fastball,0.35,0.244,0.311,0.516,0.254,0.323,0.535,Slider,0.27,0.265,0.331,0.536,0.274,0.343,0.555,Changeup,0.38,0.274,0.341,0.546,0.284,0.353,0.565,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,61.16,
Nimitz,Dickie,39,P,FA,A,R,R,1.90,8.95,3.13,2.08,0.993,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,13,4,0,1,5,44,0.136,0.179,0.211,0.124,0.164,0.189,0.318,0.519,0.164,0.57,8.00,600,153,28,3,16,54,108,Fastball,0.46,0.249,0.313,0.397,0.232,0.291,0.363,Slider,0.26,0.271,0.335,0.419,0.254,0.313,0.385,Changeup,0.28,0.282,0.346,0.430,0.265,0.324,0.396,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,63.01,
Colatruglio,Heath,21,P,LOUI,A,S,L,1.06,8.79,3.03,3.71,0.991,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100,13,4,1,0,3,38,0.131,0.156,0.191,0.129,0.154,0.189,0.313,0.480,0.207,0.68,8.00,600,176,35,4,20,47,143,Curve,0.38,0.268,0.317,0.434,0.284,0.338,0.465,Slider,0.37,0.288,0.337,0.454,0.304,0.358,0.485,Changeup,0.25,0.305,0.354,0.471,0.321,0.374,0.502,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,47.35,
Gonsalves,Terry,30,LF,HILL,AAA,L,L,2.84,5.23,1.56,2.19,0.991,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,600,162,39,3,7,83,78,0.261,0.347,0.364,0.278,0.369,0.397,0.263,0.519,0.218,0.47,2.21,84,30,8,1,5,30,6,Fastball,1.00,0.356,0.524,0.648,0.368,0.539,0.672,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,NA,0.00,0.000,0.000,0.000,0.000,0.000,0.000,43.30,
